type	abstr_utt	abstr_da	utt	da
confirm-request	i need to go to *STOP	"inform(to_stop=""*STOP"")"	i need to go to Cathedral Parkway	confirm: to_stop=Cathedral Parkway; request: from_stop=?
request	i am going to *STOP	"inform(to_stop=""*STOP"")"	i am going to Columbia University	from_stop=?
request	but i wanna go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i wanna go by bus	from_stop=?, to_stop=?
confirm-request	i want to get to *STOP	"inform(to_stop=""*STOP"")"	i want to get to Rockefeller Center	confirm: to_stop=Rockefeller Center; request: from_stop=?
confirm	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the bus	vehicle=bus
confirm	no i want to arrive at *STOP	"inform(to_stop=""*STOP"")"	no i want to arrive at Chambers Street	to_stop=Chambers Street
request	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Astor Place	from_stop=?
apologize	yes i'd like details on a trip from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i'd like details on a trip from Rector Street to Union Square	*=notfound, from_stop=Rector Street, to_stop=Union Square
confirm	i want to know how to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to know how to travel from Washington Square to World Trade Center	from_stop=Washington Square, to_stop=World Trade Center
confirm-request	travelling to *STOP	"inform(to_stop=""*STREET"")"	travelling to Columbus Circle	confirm: to_stop=Columbus Circle; request: from_stop=?
apologize	what connection will i be in *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	what connection will i be in half an hour	*=notfound, departure_time_rel=0:30
reply	i need to find out the connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	i need to find out the connection in thirty minutes	from_stop=Columbus Circle, direction=Columbia University, departure_time=5:17pm, line=E, vehicle=subway
confirm	best connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	best connection at twelve pm	departure_time=12:00, ampm=pm
confirm-request	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
apologize	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	*=notfound, alternative=2
request	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like eight o'clock bus to Roosevelt Island	from_stop=?
reply	do you have a connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	do you have a connection from Columbus Circle to Canal Street	vehicle=bus, departure_time=8:00pm, direction=Canal Street, from_stop=Columbus Circle, line=M116
confirm	no i want to go to *STOP	"inform(to_stop=""*STREET"")"	no i want to go to Bleecker Street	to_stop=Bleecker Street
reply	is there an alternative to *NUMBER *AMPM i would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	is there an alternative to seven pm i would like to take the bus	vehicle=bus, line=M116, direction=Lincoln Center, departure_time=7:09pm, from_stop=Marble Hill
request	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Chambers Street instead	from_stop=?
reply	i want to know how to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to know how to travel from Union Square to Times Square	vehicle=bus, line=M104, from_stop=Union Square, departure_time=11:06pm, direction=Times Square
apologize	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	*=notfound, departure_time_rel=0:30
request	connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	connection by bus	from_stop=?, to_stop=?
request	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock subway	from_stop=?, to_stop=?
confirm	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	ampm=pm
confirm	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Grand Central	to_stop=Grand Central
confirm	is there an alternative to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there an alternative to take the subway	vehicle=subway
confirm	is there a schedule at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a schedule at ten pm	departure_time=10:00, ampm=pm
reply	how long will it take to reach the destination	request(duration)	how long will it take to reach the destination	duration=14 minutes
request	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER pm	from_stop=?, to_stop=?
reply	connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	connection from Astor Place to East Broadway	from_stop=Astor Place, line=M96, direction=East Broadway, vehicle=bus, departure_time=11:00am
reply	what time will i arrive at my destination	"request(arrival_time=""*ARRIVAL_TIME"")"	what time will i arrive at my destination	arrival_time=9:25am
confirm-request	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Canal Street	confirm: to_stop=Canal Street; request: from_stop=?
request	what about a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	what about a connection by subway	from_stop=?, to_stop=?
request	best connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	best connection at eight am	from_stop=?, to_stop=?
confirm	i would like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i would like to depart from Marble Hill	from_stop=Marble Hill
confirm-request	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to East Broadway	confirm: to_stop=East Broadway; request: from_stop=?
apologize	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from Franklin Street	*=notfound, from_stop=Franklin Street
confirm	by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	by bus	vehicle=bus
request	there a *NUMBER o'clock schedule	"inform(departure_time=""*DEPARTURE_TIME"")"	there a four o'clock schedule	from_stop=?, to_stop=?
confirm-request	from *STOP	"inform(from_stop=""*STREET"")"	from Chambers Street	confirm: from_stop=Chambers Street; request: to_stop=?
apologize	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Prince Street	*=notfound, from_stop=Prince Street
request	what about the connection at *NUMBER o'clock in the *AMPM i prefer to take the *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	what about the connection at twelve o'clock in the afternoon i prefer to take the bus	from_stop=?, to_stop=?
confirm-reply	time requirements and next connection	"request(duration)&inform(alternative=""next"")"	time requirements and next connection	confirm: alternative=next; reply: duration=55 minutes
apologize	information to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	information to get from Marble Hill to Columbia University	*=notfound, from_stop=Marble Hill, to_stop=Columbia University
reply	what is the duration of the trip	request(duration)	what is the duration of the trip	duration=20 minutes
apologize	i need to find out the connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	i need to find out the connection in ten minutes	*=notfound, departure_time_rel=0:10
reply	i would like to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i would like to go from Cathedral Parkway to Franklin Street	vehicle=subway, from_stop=Cathedral Parkway, direction=Franklin Street, departure_time=1:05pm, line=R
request	i need to go to *STOP	"inform(to_stop=""*STOP"")"	i need to go to Wall Street	from_stop=?
confirm-request	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
reply	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the bus	vehicle=bus, departure_time=8:01am, direction=Cathedral Parkway, from_stop=Bowling Green, line=M15
request	okay i'd like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay i'd like to take the bus	from_stop=?, to_stop=?
reply	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at nine am	departure_time=9:09am, line=A, direction=Cortlandt Street, vehicle=subway, from_stop=Houston Street
reply	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Houston Street to *NUMBER street	departure_time=9:04am, from_stop=Houston Street, line=M104, vehicle=bus, direction=Central Park
apologize	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Lincoln Center to gra-	*=notfound, from_stop=Lincoln Center
reply	do you have an alternative at a later time	"inform(alternative=""next"")"	do you have an alternative at a later time	direction=Essex Street, departure_time=7:17pm, vehicle=bus, from_stop=Rockefeller Center, line=M79
request	i want to go at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to go at two pm by subway	from_stop=?, to_stop=?
reply	but i want to go to by by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i want to go to by by bus	direction=Columbia University, from_stop=Delancey Street, line=M60, vehicle=bus, departure_time=5:04pm
confirm-request	i'm traveling from *STOP	"inform(from_stop=""*STOP"")"	i'm traveling from Cortlandt Street	confirm: from_stop=Cortlandt Street; request: to_stop=?
reply	i need to find out about a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need to find out about a subway connection	line=B, direction=Essex Street, vehicle=subway, departure_time=5:08pm, from_stop=Houston Street
apologize	i am travelling from *STOP and	"inform(from_stop=""*STREET"")"	i am travelling from Penn Station and	*=notfound, from_stop=Penn Station
confirm	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at eleven in the morning	departure_time=11:00, ampm=am
confirm	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to travel from Rockefeller Center to Penn Station	from_stop=Rockefeller Center, to_stop=Penn Station
reply	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to Washington Square	line=M23, direction=Washington Square, vehicle=bus, from_stop=Inwood, departure_time=6:06pm
apologize	i want to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to get from Prince Street to Canal Street	*=notfound, from_stop=Prince Street, to_stop=Canal Street
reply	i am looking for a transit schedule from *STOP headed to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i am looking for a transit schedule from Rector Street headed to Bleecker Street	from_stop=Rector Street, line=M101, vehicle=bus, departure_time=9:16pm, direction=Bleecker Street
confirm-request	yes i'm looking for transportation from *STOP to	"inform(from_stop=""*STREET"")"	yes i'm looking for transportation from Roosevelt Island to	confirm: from_stop=Roosevelt Island; request: to_stop=?
apologize	looking for *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	looking for bus connection	*=notfound, vehicle=bus
confirm	i need to find a connection from *STOP queen	"inform(from_stop=""*STREET"")"	i need to find a connection from Penn Station queen	from_stop=Penn Station
request	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route seven am to Fulton Street	from_stop=?
reply	same destination in the *AMPM at *NUMBER	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	same destination in the afternoon at one	line=F, from_stop=Wall Street, vehicle=subway, departure_time=1:14pm, direction=Cathedral Parkway
reply	can i get information about a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	can i get information about a connection at nine am	departure_time=9:10am, from_stop=Dyckman Street, line=F, direction=Times Square, vehicle=subway
reply	travel time	request(duration)	travel time	duration=28 minutes
confirm	no i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	no i want to depart from Rockefeller Center	from_stop=Rockefeller Center
apologize	i am going to *STOP	"inform(to_stop=""*STOP"")"	i am going to World Trade Center	*=notfound, to_stop=World Trade Center
confirm-request	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Bowery	confirm: from_stop=Bowery; request: to_stop=?
confirm	yes i want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yes i want to depart from Central Park	from_stop=Central Park
reply	how bout the next ride	"inform(alternative=""next"")"	how bout the next ride	from_stop=Grand Central, line=M21, departure_time=8:13am, direction=Penn Station, vehicle=bus
reply	i want to know how long it takes to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)&request(distance)"	i want to know how long it takes to get from Columbus Circle to Prince Street	distance=9.4 miles, duration=39 minutes
confirm	is there a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	is there a bus connection	vehicle=bus
apologize	what about the *NUMBER *AMPM connection	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	what about the one pm connection	*=notfound, departure_time=1:00, ampm=pm
reply	is there any other connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")"	is there any other connection from Broad Street to Astor Place	from_stop=Broad Street, direction=Astor Place, line=M106, vehicle=bus, departure_time=2:01pm
confirm	i'd like to go from *STOP to the	"inform(from_stop=""*STOP"")"	i'd like to go from Park Place to the	from_stop=Park Place
confirm	can i change the destination to *STOP	"inform(to_stop=""*STOP"")"	can i change the destination to Chambers Street	to_stop=Chambers Street
