type	abstr_utt	abstr_da	utt	da
reply	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like eleven o'clock bus to Broad Street	vehicle=bus, line=M104, from_stop=Cathedral Parkway, departure_time=11:03am, direction=Broad Street
apologize	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like two o'clock bus to Bowery	*=notfound, to_stop=Bowery, departure_time=2:00, vehicle=bus
request	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like two o'clock bus to Port Authority Bus Terminal	from_stop=?
confirm-request	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like five o'clock subway to Columbus Circle	confirm: to_stop=Columbus Circle, departure_time=5:00, vehicle=subway; request: from_stop=?
confirm	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like five o'clock subway to Columbus Circle	to_stop=Columbus Circle, departure_time=5:00, vehicle=subway
reply	i would like to depart from *STOP and go to *STOP	"confirm(from_stop=""*STREET"")&confirm(to_stop=""*STOP"")"	i would like to depart from Chambers Street and go to Columbia University	vehicle=bus, line=M60, from_stop=Chambers Street, direction=Columbia University, departure_time=3:14pm
apologize	i would like to depart from *STOP and go to *STOP	"confirm(from_stop=""*STREET"")&confirm(to_stop=""*STOP"")"	i would like to depart from Times Square and go to Bryant Park	*=notfound, from_stop=Times Square, to_stop=Bryant Park
confirm	i would like to depart from *STOP and go to *STOP	"confirm(from_stop=""*STREET"")&confirm(to_stop=""*STOP"")"	i would like to depart from Broad Street and go to Grand Street	from_stop=Broad Street, to_stop=Grand Street
reply	i would like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i would like to depart from Bowling Green	vehicle=subway, from_stop=Bowling Green, departure_time=8:05am, direction=Canal Street, line=M
apologize	i would like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i would like to depart from Marble Hill	*=notfound, from_stop=Marble Hill
request	i would like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i would like to depart from Cathedral Parkway	to_stop=?
confirm-request	i would like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i would like to depart from Fulton Street	confirm: from_stop=Fulton Street; request: to_stop=?
confirm	i would like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i would like to depart from Fulton Street	from_stop=Fulton Street
reply	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Prince Street	from_stop=Rockefeller Center, vehicle=bus, departure_time=2:08pm, direction=Prince Street, line=M21
apologize	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Columbus Circle	*=notfound, to_stop=Columbus Circle
request	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Roosevelt Island	from_stop=?
confirm-request	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Columbus Circle	confirm: to_stop=Columbus Circle; request: from_stop=?
confirm	i would like to depart *STOP and go to *STOP	"inform(to_stop=""*STREET"")"	i would like to depart *STOP and go to Columbus Circle	to_stop=Columbus Circle
reply	i would like to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i would like to go from Cathedral Parkway to Bowling Green	departure_time=7:18pm, line=M66, direction=Bowling Green, vehicle=bus, from_stop=Cathedral Parkway
apologize	i would like to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i would like to go from Bryant Park to City Hall	*=notfound, to_stop=City Hall, from_stop=Bryant Park
confirm	i would like to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i would like to go from Bleecker Street to Canal Street	to_stop=Canal Street, from_stop=Bleecker Street
reply	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Rockefeller Center	departure_time=9:19am, direction=Herald Square, from_stop=Rockefeller Center, line=M9, vehicle=bus
apologize	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Essex Street	*=notfound, from_stop=Essex Street
request	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Rector Street	to_stop=?
confirm-request	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Grand Street	confirm: from_stop=Grand Street; request: to_stop=?
confirm	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Grand Street	from_stop=Grand Street
reply	i would like to go from *STOP to	"inform(from_stop=""*STREET"")"	i would like to go from Wall Street to	line=5, direction=Canal Street, departure_time=11:15am, from_stop=Wall Street, vehicle=subway
apologize	i would like to go from *STOP to	"inform(from_stop=""*STREET"")"	i would like to go from Bleecker Street to	*=notfound, from_stop=Bleecker Street
request	i would like to go from *STOP to	"inform(from_stop=""*STREET"")"	i would like to go from Park Place to	to_stop=?
confirm-request	i would like to go from *STOP to	"inform(from_stop=""*STREET"")"	i would like to go from Inwood to	confirm: from_stop=Inwood; request: to_stop=?
confirm	i would like to go from *STOP to	"inform(from_stop=""*STREET"")"	i would like to go from Inwood to	from_stop=Inwood
reply	i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go from Delancey Street to Lincoln Center	departure_time=9:17am, line=M9, vehicle=bus, from_stop=Delancey Street, direction=Lincoln Center
apologize	i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go from Bowling Green to Grand Street	*=notfound, from_stop=Bowling Green, to_stop=Grand Street
confirm	i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go from Bowery to Lincoln Center	from_stop=Bowery, to_stop=Lincoln Center
reply	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Port Authority Bus Terminal towards *STOP	from_stop=Port Authority Bus Terminal, departure_time=3:02pm, direction=Bowling Green, vehicle=subway, line=1
apologize	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Broad Street towards *STOP	*=notfound, from_stop=Broad Street
request	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Columbia University towards *STOP	to_stop=?
confirm-request	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Franklin Street towards *STOP	confirm: from_stop=Franklin Street; request: to_stop=?
confirm	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Franklin Street towards *STOP	from_stop=Franklin Street
reply	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Houston Street	direction=Houston Street, departure_time=5:10pm, line=B, vehicle=subway, from_stop=Astor Place
apologize	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Grand Central	*=notfound, to_stop=Grand Central
request	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Prince Street	from_stop=?
confirm-request	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Bowery	confirm: to_stop=Bowery; request: from_stop=?
confirm	i would like to go to *STOP	"inform(to_stop=""*STOP"")"	i would like to go to Bowery	to_stop=Bowery
reply	i would like to go to *STOP f-	"inform(to_stop=""*STREET"")"	i would like to go to Astor Place f-	from_stop=Essex Street, vehicle=bus, line=M21, direction=Astor Place, departure_time=8:18pm
apologize	i would like to go to *STOP f-	"inform(to_stop=""*STREET"")"	i would like to go to Grand Street f-	*=notfound, to_stop=Grand Street
request	i would like to go to *STOP f-	"inform(to_stop=""*STREET"")"	i would like to go to Washington Square f-	from_stop=?
confirm-request	i would like to go to *STOP f-	"inform(to_stop=""*STREET"")"	i would like to go to Columbia University f-	confirm: to_stop=Columbia University; request: from_stop=?
confirm	i would like to go to *STOP f-	"inform(to_stop=""*STREET"")"	i would like to go to Columbia University f-	to_stop=Columbia University
reply	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Penn Station	vehicle=subway, line=Q, direction=Penn Station, departure_time=8:08am, from_stop=Bowery
apologize	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Rockefeller Center	*=notfound, to_stop=Rockefeller Center
request	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Dyckman Street	from_stop=?
confirm-request	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Prince Street	confirm: to_stop=Prince Street; request: from_stop=?
confirm	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Prince Street	to_stop=Prince Street
reply	i would like to know how long that would take	request(duration)	i would like to know how long that would take	duration=74 minutes
reply	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at one pm	direction=World Trade Center, from_stop=Cortlandt Street, departure_time=1:06pm, line=E, vehicle=subway
apologize	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at nine am	*=notfound, departure_time=9:00, ampm=am
request	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at nine am	from_stop=?, to_stop=?
confirm-request	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at six pm	confirm: departure_time=6:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at six pm	departure_time=6:00, ampm=pm
reply	i would like to search for a route leaving from *STOP to 	"inform(from_stop=""*STREET"")"	i would like to search for a route leaving from Astor Place to 	direction=Penn Station, from_stop=Astor Place, departure_time=7:08am, vehicle=bus, line=M98
apologize	i would like to search for a route leaving from *STOP to 	"inform(from_stop=""*STREET"")"	i would like to search for a route leaving from Penn Station to 	*=notfound, from_stop=Penn Station
request	i would like to search for a route leaving from *STOP to 	"inform(from_stop=""*STREET"")"	i would like to search for a route leaving from Port Authority Bus Terminal to 	to_stop=?
confirm-request	i would like to search for a route leaving from *STOP to 	"inform(from_stop=""*STREET"")"	i would like to search for a route leaving from Port Authority Bus Terminal to 	confirm: from_stop=Port Authority Bus Terminal; request: to_stop=?
confirm	i would like to search for a route leaving from *STOP to 	"inform(from_stop=""*STREET"")"	i would like to search for a route leaving from Port Authority Bus Terminal to 	from_stop=Port Authority Bus Terminal
reply	i would like to start from *STOP and go to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i would like to start from Chambers Street and go to Central Park	direction=Central Park, vehicle=bus, line=M102, from_stop=Chambers Street, departure_time=8:05am
apologize	i would like to start from *STOP and go to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i would like to start from World Trade Center and go to Delancey Street	*=notfound, from_stop=World Trade Center, to_stop=Delancey Street
confirm	i would like to start from *STOP and go to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i would like to start from Columbus Circle and go to Inwood	from_stop=Columbus Circle, to_stop=Inwood
reply	i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to take the bus	line=M3, departure_time=7:12am, direction=Columbus Circle, from_stop=Grand Central, vehicle=bus
apologize	i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to take the subway	*=notfound, vehicle=subway
request	i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to take the subway	from_stop=?, to_stop=?
confirm-request	i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to take the bus	vehicle=bus
reply	i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i would like to travel from Rector Street to Chambers Street	from_stop=Rector Street, vehicle=bus, departure_time=6:13pm, direction=Chambers Street, line=M1
apologize	i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i would like to travel from Roosevelt Island to Herald Square	*=notfound, from_stop=Roosevelt Island, to_stop=Herald Square
confirm	i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i would like to travel from Broad Street to World Trade Center	from_stop=Broad Street, to_stop=World Trade Center
reply	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by subway	from_stop=Bowling Green, vehicle=subway, direction=Bleecker Street, line=Q, departure_time=11:09am
apologize	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by bus	*=notfound, vehicle=bus
request	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by bus	from_stop=?, to_stop=?
confirm-request	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by bus	vehicle=bus
reply	i would rather go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather go by bus	from_stop=Penn Station, departure_time=9:02pm, line=M1, direction=Wall Street, vehicle=bus
apologize	i would rather go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather go by subway	*=notfound, vehicle=subway
request	i would rather go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather go by bus	from_stop=?, to_stop=?
confirm-request	i would rather go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather go by subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	i would rather go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather go by subway	vehicle=subway
